Year,State.no,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1980,48,2,18785000,2423265,11031476,2197,7,9155156,2647,7,.,126,2366910
1980,48,3,430180000,19358100,11031476,17548,2,9155156,21144,2,.,48,20648640
1980,48,4,.,30609234,11031476,27747,6,9155156,33434,5,.,.,31843419
1980,49,1,1502000,617322,1029277,5998,10,837988,7367,10,.,390,585780
1980,49,2,1147000,147963,1029277,1438,9,837988,1766,9,.,125,143375
1980,49,3,21882000,984690,1029277,9567,10,837988,11751,10,.,48,1050336
1980,49,4,.,1749975,1029277,17002,10,837988,20883,10,.,.,1779491
1980,50,1,1364000,560604,404909,13845,2,334616,16754,1,.,401,546964
1980,50,2,1506000,194274,404909,4798,2,334616,5806,2,.,123,185238
1980,50,3,12864000,578880,404909,14297,5,334616,17300,4,.,48,617472
1980,50,4,.,1333758,404909,32940,2,334616,39859,2,.,.,1349674
1980,51,1,9374000,3852714,4279185,9003,7,3575302,10776,7,.,409,3833966
1980,51,2,8346000,1076634,4279185,2516,6,3575302,3011,6,.,123,1026558
1980,51,3,116676000,5250420,4279185,12270,8,3575302,14685,8,.,48,5600448
1980,51,4,.,10179768,4279185,23789,8,3575302,28472,7,.,.,10460972
1980,53,1,8615000,3540765,3290602,10760,5,2779468,12739,5,.,407,3506305
1980,53,2,13072000,1686288,3290602,5125,2,2779468,6067,2,.,122,1594784
1980,53,3,110426000,4969170,3290602,15101,3,2779468,17878,3,.,48,5300448
1980,53,4,.,10196223,3290602,30986,4,2779468,36684,4,.,.,10401537
1980,54,1,2667000,1096137,1528386,7172,9,1287700,8512,9,.,406,1082802
1980,54,2,1097000,141513,1528386,926,10,1287700,1099,10,.,132,144804
1980,54,3,34077000,1533465,1528386,10033,10,1287700,11909,10,.,48,1635696
1980,54,4,.,2771115,1528386,18131,10,1287700,21520,10,.,.,2863302
1980,55,1,10782000,4431402,3712554,11936,4,3071630,14427,3,.,399,4302018
1980,55,2,8833000,1139457,3712554,3069,5,3071630,3710,5,.,126,1112958
1980,55,3,161235000,7255575,3712554,19543,1,3071630,23621,1,.,48,7739280
1980,55,4,.,12826434,3712554,34549,1,3071630,41758,1,.,.,13154256
1980,56,1,1150000,472650,358673,13178,2,299084,15803,2,.,401,461150
1980,56,2,674000,86946,358673,2424,6,299084,2907,6,.,123,82902
1980,56,3,14712000,662040,358673,18458,1,299084,22136,1,.,48,706176
1980,56,4,.,1221636,358673,34060,2,299084,40846,2,.,.,1250228
1980,91,1,105310000,43282410,39674422,10909,.,33430970,12947,.,.,403,42439930
1980,91,2,123672000,15953688,39674422,4021,.,33430970,4772,.,.,127,15706344
1980,91,3,1176672000,52950240,39674422,13346,.,33430970,15839,.,.,48,56480256
1980,91,4,.,112186338,39674422,28277,.,33430970,33558,.,.,.,114626530
1980,92,1,108309000,44514999,46298958,9615,.,38592180,11535,.,.,403,43648527
1980,92,2,87603000,11300787,46298958,2441,.,38592180,2928,.,.,128,11213184
1980,92,3,1463599000,65861955,46298958,14225,.,38592180,17066,.,.,48,70252752
1980,92,4,.,121677741,46298958,26281,.,38592180,31529,.,.,.,125114463
1980,93,1,140791000,57865101,59498019,9726,.,49648947,11655,.,.,408,57442728
1980,93,2,104170000,13437930,59498019,2259,.,49648947,2707,.,.,127,13229590
1980,93,3,1718608000,77337360,59498019,12998,.,49648947,15577,.,.,48,82493184
1980,93,4,.,148640391,59498019,24982,.,49648947,29938,.,.,.,153165502
1980,94,1,98990000,40684890,34212934,11892,.,28779692,14137,.,.,401,39694990
1980,94,2,155276000,20030604,34212934,5855,.,28779692,6960,.,.,123,19098948
1980,94,3,1117897000,50305365,34212934,14704,.,28779692,17479,.,.,48,53659056
1980,94,4,.,111020859,34212934,32450,.,28779692,38576,.,.,.,112452994
1980,99,1,453400000,186347400,179684333,10371,.,150451789,12386,.,.,404,183173600
1980,99,2,470721000,60723009,179684333,3379,.,150451789,4036,.,.,126,59310846
1980,99,3,5476776000,246454920,179684333,13716,.,150451789,16381,.,.,48,262885248
1980,99,4,.,493525329,179684333,27466,.,150451789,32803,.,.,.,505369694
1981,1,1,5453000,2241183,3055530,7335,9,2547715,8797,9,.,414,2257542
1981,1,2,4396000,567084,3055530,1856,8,2547715,2226,8,.,122,536312
1981,1,3,67605000,3042225,3055530,9956,10,2547715,11941,10,.,48,3245040
1981,1,4,.,5850492,3055530,19147,10,2547715,22964,10,.,.,6038894
1981,2,1,1362000,559782,313146,17876,1,260166,21516,1,.,400,544800
1981,2,2,1348000,173892,313146,5553,1,260166,6684,1,.,136,183328
1981,2,3,11698000,526410,313146,16810,2,260166,20234,2,.,48,561504
1981,2,4,.,1260084,313146,40240,1,260166,48434,1,.,.,1289632
1981,4,1,5380000,2211180,2202308,10040,6,1856768,11909,6,.,408,2195040
1981,4,2,7127000,919383,2202308,4175,4,1856768,4952,4,.,130,926510
1981,4,3,86283000,3882735,2202308,17630,2,1856768,20911,2,.,48,4141584
1981,4,4,.,7013298,2202308,31845,3,1856768,37772,3,.,.,7263134
1981,5,1,2982000,1225602,1794245,6831,10,1508130,8127,10,.,411,1225602
1981,5,2,1690000,218010,1794245,1215,10,1508130,1446,10,.,147,248430
1981,5,3,42253000,1901385,1794245,10597,10,1508130,12608,10,.,48,2028144
1981,5,4,.,3344997,1794245,18643,10,1508130,22180,10,.,.,3502176
1981,6,1,56838000,23360418,19398259,12043,3,16486376,14170,3,.,403,22905714
1981,6,2,107978000,13929162,19398259,7181,1,16486376,8449,1,.,121,13065338
1981,6,3,614848000,27668160,19398259,14263,5,16486376,16782,5,.,48,29512704
1981,6,4,.,64957740,19398259,33486,2,16486376,39401,2,.,.,65483756
1981,8,1,7182000,2951802,2351115,12555,2,1986857,14857,2,.,407,2923074
1981,8,2,8019000,1034451,2351115,4400,3,1986857,5206,3,.,122,978318
1981,8,3,84718000,3812310,2351115,16215,3,1986857,19188,3,.,48,4066464
1981,8,4,.,7798563,2351115,33170,2,1986857,39251,2,.,.,7967856
1981,9,1,7343000,3017973,2551002,11831,3,2156108,13997,3,.,406,2981258
1981,9,2,8698000,1122042,2551002,4398,3,2156108,5204,3,.,126,1095948
1981,9,3,59398000,2672910,2551002,10478,10,2156108,12397,10,.,48,2851104
1981,9,4,.,6812925,2551002,26707,6,2156108,31598,6,.,.,6928310
1981,10,1,1621000,666231,476623,13978,1,397172,16774,1,.,405,656505
1981,10,2,1201000,154929,476623,3251,5,397172,3901,5,.,128,153728
1981,10,3,16061000,722745,476623,15164,4,397172,18197,3,.,48,770928
1981,10,4,.,1543905,476623,32393,3,397172,38872,3,.,.,1581161
1981,11,1,3757000,1544127,534819,28872,1,458969,33643,1,.,412,1547884
1981,11,2,4355000,561795,534819,10504,1,458969,12240,1,.,124,540020
1981,11,3,17608000,792360,534819,14815,4,458969,17264,4,.,48,845184
1981,11,4,.,2898282,534819,54192,1,458969,63148,1,.,.,2933088
1981,12,1,28085000,11542935,8403671,13736,2,7272816,15871,2,.,410,11514850
1981,12,2,25154000,3244866,8403671,3861,4,7272816,4462,4,.,120,3018480
1981,12,3,288515000,12983175,8403671,15449,3,7272816,17852,4,.,48,13848720
1981,12,4,.,27770976,8403671,33046,3,7272816,38185,3,.,.,28382050
1981,13,1,11524000,4736364,4328797,10942,5,3602829,13146,5,.,412,4747888
1981,13,2,6060000,781740,4328797,1806,8,3602829,2170,8,.,124,751440
1981,13,3,106212000,4779540,4328797,11041,9,3602829,13266,9,.,48,5098176
1981,13,4,.,10297644,4328797,23789,8,3602829,28582,7,.,.,10597504
1981,15,1,2165000,889815,766346,11611,4,647005,13753,4,.,405,876825
1981,15,2,2628000,339012,766346,4424,3,647005,5240,3,.,119,312732
1981,15,3,29633000,1333485,766346,17401,2,647005,20610,2,.,48,1422384
1981,15,4,.,2562312,766346,33435,2,647005,39603,2,.,.,2611941
1981,16,1,1438000,591018,716267,8251,8,597332,9894,8,.,408,586704
1981,16,2,1807000,233103,716267,3254,5,597332,3902,5,.,118,213226
1981,16,3,24454000,1100430,716267,15363,3,597332,18422,3,.,48,1173792
1981,16,4,.,1924551,716267,26869,6,597332,32219,6,.,.,1973722
1981,17,1,24623000,10120053,9032610,11204,4,7603864,13309,4,.,405,9972315
1981,17,2,24828000,3202812,9032610,3546,4,7603864,4212,4,.,127,3153156
1981,17,3,288416000,12978720,9032610,14369,5,7603864,17069,5,.,48,13843968
1981,17,4,.,26301585,9032610,29118,5,7603864,34590,5,.,.,26969439
1981,18,1,8093000,3326223,4283084,7766,8,3580726,9289,8,.,408,3301944
1981,18,2,6018000,776322,4283084,1813,8,3580726,2168,8,.,130,782340
1981,18,3,122389000,5507505,4283084,12859,7,3580726,15381,7,.,48,5874672
1981,18,4,.,9610050,4283084,22437,8,3580726,26838,8,.,.,9958956
1981,19,1,3864000,1588104,2295529,6918,10,1929614,8230,9,.,406,1568784
1981,19,2,2388000,308052,2295529,1342,9,1929614,1596,9,.,122,291336
1981,19,3,73365000,3301425,2295529,14382,5,1929614,17109,5,.,48,3521520
1981,19,4,.,5197581,2295529,22642,8,1929614,26936,8,.,.,5381640
1981,20,1,3195000,1313145,1888970,6952,9,1601017,8202,10,.,410,1309950
1981,20,2,1814000,234006,1888970,1239,10,1601017,1462,10,.,128,232192
1981,20,3,51683000,2325735,1888970,12312,8,1601017,14527,8,.,48,2480784
1981,20,4,.,3872886,1888970,20503,9,1601017,24190,9,.,.,4022926
1981,21,1,5250000,2157750,2864705,7532,9,2390830,9025,9,.,410,2152500
1981,21,2,2327000,300183,2864705,1048,10,2390830,1256,10,.,132,307164
1981,21,3,71854000,3233430,2864705,11287,9,2390830,13524,9,.,48,3448992
1981,21,4,.,5691363,2864705,19867,9,2390830,23805,9,.,.,5908656
1981,22,1,8141000,3345951,3269992,10232,6,2686635,12454,6,.,412,3354092
1981,22,2,6980000,900420,3269992,2754,6,2686635,3351,6,.,129,900420
1981,22,3,108029000,4861305,3269992,14866,4,2686635,18094,4,.,48,5185392
1981,22,4,.,9107676,3269992,27852,6,2686635,33900,5,.,.,9439904
1981,23,1,2290000,941190,898492,10475,5,752981,12500,5,.,403,922870
1981,23,2,1957000,252453,898492,2810,6,752981,3353,6,.,120,234840
1981,23,3,24790000,1115550,898492,12416,8,752981,14815,7,.,48,1189920
1981,23,4,.,2309193,898492,25701,7,752981,30667,7,.,.,2347630
1981,24,1,11073000,4551003,3427173,13279,2,2873836,15836,2,.,407,4506711
1981,24,2,9139000,1178931,3427173,3440,4,2873836,4102,4,.,127,1160653
1981,24,3,105882000,4764690,3427173,13903,6,2873836,16580,6,.,48,5082336
1981,24,4,.,10494624,3427173,30622,4,2873836,36518,4,.,.,10749700
1981,25,1,14236000,5850996,4718178,12401,3,3976827,14713,3,.,404,5751344
1981,25,2,17904000,2309616,4718178,4895,3,3976827,5808,3,.,125,2238000
1981,25,3,151300000,6808500,4718178,14430,4,3976827,17120,4,.,48,7262400
1981,25,4,.,14969112,4718178,31726,3,3976827,37641,3,.,.,15251744
1981,26,1,17510000,7196610,7188017,10012,6,5985990,12022,6,.,407,7126570
1981,26,2,16326000,2106054,7188017,2930,5,5985990,3518,5,.,120,1959120
1981,26,3,213930000,9626850,7188017,13393,7,5985990,16082,6,.,48,10268640
1981,26,4,.,18929514,7188017,26335,6,5985990,31623,6,.,.,19354330
1981,27,1,9307000,3825177,3243425,11794,3,2713995,14094,3,.,405,3769335
1981,27,2,6822000,880038,3243425,2713,6,2713995,3243,6,.,123,839106
1981,27,3,100290000,4513050,3243425,13914,6,2713995,16629,6,.,48,4813920
1981,27,4,.,9218265,3243425,28421,5,2713995,33966,5,.,.,9422361
1981,28,1,3914000,1608654,1925495,8354,8,1575946,10208,8,.,411,1608654
1981,28,2,1586000,204594,1925495,1063,10,1575946,1298,10,.,133,210938
1981,28,3,50779000,2285055,1925495,11867,8,1575946,14500,8,.,48,2437392
1981,28,4,.,4098303,1925495,21284,9,1575946,26005,9,.,.,4256984
1981,29,1,7966000,3274026,3919579,8353,8,3308437,9896,8,.,407,3242162
1981,29,2,6546000,844434,3919579,2154,7,3308437,2552,7,.,134,877164
1981,29,3,122554000,5514930,3919579,14070,5,3308437,16669,5,.,48,5882592
1981,29,4,.,9633390,3919579,24578,7,3308437,29118,7,.,.,10001918
1981,30,1,1576000,647736,618074,10480,5,519015,12480,5,.,407,641432
1981,30,2,1574000,203046,618074,3285,4,519015,3912,4,.,120,188880
1981,30,3,26033000,1171485,618074,18954,1,519015,22571,1,.,48,1249584
1981,30,4,.,2022267,618074,32719,3,519015,38964,3,.,.,2079896
1981,31,1,2659000,1092849,1240253,8812,7,1046179,10446,7,.,408,1084872
1981,31,2,1958000,252582,1240253,2037,7,1046179,2414,7,.,123,240834
1981,31,3,43192000,1943640,1240253,15671,3,1046179,18578,3,.,48,2073216
1981,31,4,.,3289071,1240253,26519,6,1046179,31439,6,.,.,3398922
1981,32,1,4462000,1833882,677459,27070,1,578171,31719,1,.,408,1820496
1981,32,2,4189000,540381,677459,7977,1,578171,9346,1,.,121,506869
1981,32,3,31344000,1410480,677459,20820,1,578171,24396,1,.,48,1504512
1981,32,4,.,3784743,677459,55867,1,578171,65461,1,.,.,3831877
1981,33,1,4419000,1816209,746411,24333,1,627744,28932,1,.,404,1785276
1981,33,2,3413000,440277,746411,5899,1,627744,7014,1,.,124,423212
1981,33,3,31301000,1408545,746411,18871,1,627744,22438,1,.,48,1502448
1981,33,4,.,3665031,746411,49102,1,627744,58384,1,.,.,3710936
1981,34,1,16751000,6884661,5991979,11490,4,5073140,13571,4,.,407,6817657
1981,34,2,23484000,3029436,5991979,5056,2,5073140,5972,2,.,126,2958984
1981,34,3,161645000,7274025,5991979,12140,8,5073140,14338,8,.,48,7758960
1981,34,4,.,17188122,5991979,28685,5,5073140,33881,5,.,.,17535601
1981,35,1,2332000,958452,1010870,9481,6,831985,11520,6,.,402,937464
1981,35,2,2512000,324048,1010870,3206,5,831985,3895,5,.,130,326560
1981,35,3,38916000,1751220,1010870,17324,2,831985,21049,2,.,48,1867968
1981,35,4,.,3033720,1010870,30011,4,831985,36464,4,.,.,3131992
1981,36,1,38700000,15905700,14210592,11193,4,12037050,13214,4,.,409,15828300
1981,36,2,50843000,6558747,14210592,4615,3,12037050,5449,3,.,125,6355375
1981,36,3,395584000,17801280,14210592,12527,7,12037050,14789,8,.,48,18988032
1981,36,4,.,40265727,14210592,28335,5,12037050,33451,6,.,.,41171707
1981,37,1,9889000,4064379,4732158,8589,7,3966006,10248,7,.,414,4094046
1981,37,2,7619000,982851,4732158,2077,7,3966006,2478,7,.,139,1059041
1981,37,3,115335000,5190075,4732158,10968,9,3966006,13086,9,.,48,5536080
1981,37,4,.,10237305,4732158,21633,9,3966006,25813,9,.,.,10689167
1981,38,1,1426000,586086,513567,11412,4,428526,13677,4,.,403,574678
1981,38,2,709000,91461,513567,1781,9,428526,2134,9,.,124,87916
1981,38,3,17421000,783945,513567,15265,3,428526,18294,3,.,48,836208
1981,38,4,.,1461492,513567,28458,5,428526,34105,5,.,.,1498802
1981,39,1,14041000,5770851,8505508,6785,10,7161136,8059,10,.,407,5714687
1981,39,2,14434000,1861986,8505508,2189,7,7161136,2600,7,.,129,1861986
1981,39,3,254784000,11465280,8505508,13480,6,7161136,16010,6,.,48,12229632
1981,39,4,.,19098117,8505508,22454,8,7161136,26669,8,.,.,19806305
1981,40,1,4941000,2030751,2433763,8344,8,2058017,9868,8,.,410,2025810
1981,40,2,2945000,379905,2433763,1561,9,2058017,1846,9,.,132,388740
1981,40,3,61829000,2782305,2433763,11432,9,2058017,13519,9,.,48,2967792
1981,40,4,.,5192961,2433763,21337,9,2058017,25233,9,.,.,5382342
1981,41,1,4706000,1934166,2109703,9168,7,1805682,10712,7,.,409,1924754
1981,41,2,8187000,1056123,2109703,5006,2,1805682,5849,2,.,121,990627
1981,41,3,64226000,2890170,2109703,13699,6,1805682,16006,7,.,48,3082848
1981,41,4,.,5880459,2109703,27873,6,1805682,32566,6,.,.,5998229
1981,42,1,16840000,6921240,9609954,7202,9,8157849,8484,9,.,407,6853880
1981,42,2,17399000,2244471,9609954,2336,7,8157849,2751,7,.,127,2209673
1981,42,3,304065000,13682925,9609954,14238,5,8157849,16773,5,.,48,14595120
1981,42,4,.,22848636,9609954,23776,8,8157849,28008,8,.,.,23658673
1981,44,1,1970000,809670,779633,10385,6,658242,12300,6,.,401,789970
1981,44,2,3174000,409446,779633,5252,2,658242,6220,2,.,128,406272
1981,44,3,23529000,1058805,779633,13581,6,658242,16085,6,.,48,1129392
1981,44,4,.,2277921,779633,29218,4,658242,34606,4,.,.,2325634
1981,45,1,6287000,2583957,2477015,10432,5,2045685,12631,5,.,412,2590244
1981,45,2,3661000,472269,2477015,1907,8,2045685,2309,8,.,129,472269
1981,45,3,68394000,3077730,2477015,12425,7,2045685,15045,7,.,48,3282912
1981,45,4,.,6133956,2477015,24763,7,2045685,29985,7,.,.,6345425
1981,46,1,1358000,558138,535662,10420,6,446796,12492,5,.,404,548632
1981,46,2,790000,101910,535662,1903,8,446796,2281,8,.,131,103490
1981,46,3,15568000,700560,535662,13078,7,446796,15680,7,.,48,747264
1981,46,4,.,1360608,535662,25400,7,446796,30453,7,.,.,1399386
1981,47,1,6355000,2611905,3661408,7134,9,3083515,8471,9,.,410,2605550
1981,47,2,3658000,471882,3661408,1289,10,3083515,1530,10,.,127,464566
1981,47,3,92479000,4161555,3661408,11366,9,3083515,13496,9,.,48,4438992
1981,47,4,.,7245342,3661408,19788,10,3083515,23497,10,.,.,7509108
1981,48,1,23563000,9684393,11346448,8535,7,9485322,10210,7,.,414,9755082
1981,48,2,21444000,2766276,11346448,2438,6,9485322,2916,6,.,123,2637612
1981,48,3,464031000,20881395,11346448,18403,2,9485322,22014,2,.,48,22273488
1981,48,4,.,33332064,11346448,29377,4,9485322,35141,4,.,.,34666182
1981,49,1,1499000,616089,1051302,5860,10,861983,7147,10,.,393,589107
1981,49,2,1186000,152994,1051302,1455,9,861983,1775,9,.,124,147064
1981,49,3,23737000,1068165,1051302,10160,10,861983,12392,10,.,48,1139376
1981,49,4,.,1837248,1051302,17476,10,861983,21314,10,.,.,1875547
1981,50,1,1327000,545397,408331,13357,2,340455,16020,2,.,404,536108
1981,50,2,1578000,203562,408331,4985,2,340455,5979,2,.,121,190938
1981,50,3,13518000,608310,408331,14897,4,340455,17868,4,.,48,648864
1981,50,4,.,1357269,408331,33239,2,340455,39866,2,.,.,1375910
1981,51,1,9446000,3882306,4359380,8906,7,3662607,10600,7,.,413,3901198
1981,51,2,8994000,1160226,4359380,2661,6,3662607,3168,6,.,121,1088274
1981,51,3,119133000,5360985,4359380,12298,8,3662607,14637,8,.,48,5718384
1981,51,4,.,10403517,4359380,23865,7,3662607,28405,8,.,.,10707856
1981,53,1,8521000,3502131,3355990,10435,5,2854240,12270,6,.,409,3485089
1981,53,2,13992000,1804968,3355990,5378,2,2854240,6324,2,.,121,1693032
1981,53,3,102845000,4628025,3355990,13790,6,2854240,16215,6,.,48,4936560
1981,53,4,.,9935124,3355990,29604,4,2854240,34808,4,.,.,10114681
1981,54,1,2445000,1004895,1534779,6547,10,1299656,7732,10,.,409,1000005
1981,54,2,1630000,210270,1534779,1370,9,1299656,1618,9,.,125,203750
1981,54,3,35956000,1618020,1534779,10542,10,1299656,12450,10,.,48,1725888
1981,54,4,.,2833185,1534779,18460,10,1299656,21799,10,.,.,2929643
1981,55,1,10973000,4509903,3734437,12077,3,3112394,14490,3,.,404,4433092
1981,55,2,9140000,1179060,3734437,3157,5,3112394,3788,5,.,124,1133360
1981,55,3,162599000,7316955,3734437,19593,1,3112394,23509,1,.,48,7804752
1981,55,4,.,13005918,3734437,34827,1,3112394,41788,1,.,.,13371204
1981,56,1,1147000,471417,370013,12741,2,311297,15144,2,.,406,465682
1981,56,2,695000,89655,370013,2423,6,311297,2880,6,.,121,84095
1981,56,3,15730000,707850,370013,19130,1,311297,22739,1,.,48,755040
1981,56,4,.,1268922,370013,34294,2,311297,40762,2,.,.,1304817
1981,91,1,103876000,42693036,39914572,10696,.,33780396,12638,.,.,407,42277532
1981,91,2,128450000,16570050,39914572,4151,.,33780396,4905,.,.,125,16056250
1981,91,3,1165130000,52430850,39914572,13136,.,33780396,15521,.,.,48,55926240
1981,91,4,.,111693936,39914572,27983,.,33780396,33065,.,.,.,114260022
1981,92,1,105015000,43161165,46380641,9306,.,38918674,11090,.,.,406,42636090
1981,92,2,91773000,11838717,46380641,2553,.,38918674,3042,.,.,126,11563398
1981,92,3,1466191000,65978595,46380641,14225,.,38918674,16953,.,.,48,70377168
1981,92,4,.,120978477,46380641,26084,.,38918674,31085,.,.,.,124576656
1981,93,1,144726000,59482386,60626001,9811,.,50915686,11683,.,.,411,59482386
1981,93,2,112839000,14556231,60626001,2401,.,50915686,2859,.,.,125,14104875
1981,93,3,1831955000,82437975,60626001,13598,.,50915686,16191,.,.,48,87933840
1981,93,4,.,156476592,60626001,25810,.,50915686,30732,.,.,.,161521101
1981,94,1,98608000,40527888,34940852,11599,.,29596877,13693,.,.,405,39936240
1981,94,2,161242000,20800218,34940852,5953,.,29596877,7028,.,.,122,19671524
1981,94,3,1154465000,51950925,34940852,14868,.,29596877,17553,.,.,48,55414320
1981,94,4,.,113279031,34940852,32420,.,29596877,38274,.,.,.,115022084
1981,99,1,452225000,185864475,181862066,10220,.,153211633,12131,.,.,407,184055575
1981,99,2,494304000,63765216,181862066,3506,.,153211633,4162,.,.,124,61293696
1981,99,3,5617741000,252798345,181862066,13901,.,153211633,16500,.,.,48,269651568
1981,99,4,.,502428036,181862066,27627,.,153211633,32793,.,.,.,515000839
1982,1,1,5413000,2224743,3071296,7244,8,2579624,8624,8,.,413,2235569
1982,1,2,4184000,539736,3071296,1757,9,2579624,2092,9,.,121,506264
1982,1,3,68171000,3067695,3071296,9988,10,2579624,11892,10,.,48,3272208
1982,1,4,.,5832174,3071296,18989,10,2579624,22609,10,.,.,6014041
1982,2,1,1379000,566769,336935,16821,1,281749,20116,1,.,393,541947
1982,2,2,1419000,183051,336935,5433,2,281749,6497,2,.,135,191565
1982,2,3,12671000,570195,336935,16923,2,281749,20238,2,.,48,608208
1982,2,4,.,1320015,336935,39177,1,281749,46851,1,.,.,1341720
1982,4,1,5398000,2218578,2271324,9768,6,1930488,11492,6,.,401,2164598
1982,4,2,6851000,883779,2271324,3891,4,1930488,4578,4,.,127,870077
1982,4,3,86249000,3881205,2271324,17088,2,1930488,20105,2,.,48,4139952
1982,4,4,.,6983562,2271324,30747,3,1930488,36175,3,.,.,7174627
1982,5,1,2738000,1125318,1800470,6250,10,1522602,7391,10,.,408,1117104
1982,5,2,1730000,223170,1800470,1240,10,1522602,1466,10,.,145,250850
1982,5,3,41077000,1848465,1800470,10267,10,1522602,12140,10,.,48,1971696
1982,5,4,.,3196953,1800470,17756,10,1522602,20997,10,.,.,3339650
1982,6,1,54712000,22486632,19813692,11349,3,16947274,13269,3,.,399,21830088
1982,6,2,109873000,14173617,19813692,7153,1,16947274,8363,1,.,121,13294633
1982,6,3,601987000,27089415,19813692,13672,6,16947274,15985,6,.,48,28895376
1982,6,4,.,63749664,19813692,32175,3,16947274,37616,3,.,.,64020097
1982,8,1,6906000,2838366,2418801,11735,3,2062323,13763,3,.,400,2762400
1982,8,2,8658000,1116882,2418801,4618,3,2062323,5416,3,.,121,1047618
1982,8,3,87579000,3941055,2418801,16293,3,2062323,19110,3,.,48,4203792
