Year,State.no,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1979,15,4,.,2347233,746363,31449,3,619361,37898,3,.,.,2389947
1979,16,1,1384000,568824,696246,8170,8,573116,9925,8,.,409,566056
1979,16,2,1445000,186405,696246,2677,5,573116,3252,5,.,120,173400
1979,16,3,23396000,1052820,696246,15121,3,573116,18370,3,.,48,1123008
1979,16,4,.,1808049,696246,25969,6,573116,31548,6,.,.,1862464
1979,17,1,25181000,10349391,8988888,11514,4,7480997,13834,4,.,405,10198305
1979,17,2,22285000,2874765,8988888,3198,4,7480997,3843,4,.,131,2919335
1979,17,3,283778000,12770010,8988888,14206,4,7480997,17070,4,.,48,13621344
1979,17,4,.,25994166,8988888,28918,4,7480997,34747,4,.,.,26738984
1979,18,1,8142000,3346362,4280012,7819,9,3529852,9480,8,.,406,3305652
1979,18,2,5039000,650031,4280012,1519,8,3529852,1842,8,.,135,680265
1979,18,3,115444000,5194980,4280012,12138,7,3529852,14717,7,.,48,5541312
1979,18,4,.,9191373,4280012,21475,8,3529852,26039,8,.,.,9527229
1979,19,1,3955000,1625505,2299934,7068,10,1908389,8518,10,.,404,1597820
1979,19,2,1995000,257355,2299934,1119,9,1908389,1349,9,.,126,251370
1979,19,3,71728000,3227760,2299934,14034,4,1908389,16914,4,.,48,3442944
1979,19,4,.,5110620,2299934,22221,8,1908389,26780,8,.,.,5292134
1979,20,1,3362000,1381782,1868090,7397,9,1556628,8877,9,.,407,1368334
1979,20,2,1678000,216462,1868090,1159,9,1556628,1391,9,.,133,223174
1979,20,3,49199000,2213955,1868090,11851,8,1556628,14223,8,.,48,2361552
1979,20,4,.,3812199,1868090,20407,9,1556628,24490,9,.,.,3953060
1979,21,1,5153000,2117883,2831167,7481,9,2335933,9067,9,.,409,2107577
1979,21,2,2017000,260193,2831167,919,10,2335933,1114,10,.,135,272295
1979,21,3,67467000,3036015,2831167,10724,9,2335933,12997,9,.,48,3238416
1979,21,4,.,5414091,2831167,19123,9,2335933,23177,9,.,.,5618288
1979,22,1,8002000,3288822,3153027,10431,6,2559618,12849,6,.,411,3288822
1979,22,2,6116000,788964,3153027,2502,6,2559618,3082,6,.,134,819544
1979,22,3,92529000,4163805,3153027,13206,7,2559618,16267,6,.,48,4441392
1979,22,4,.,8241591,3153027,26139,6,2559618,32199,6,.,.,8549758
1979,23,1,2266000,931326,883189,10545,6,732979,12706,6,.,401,908666
1979,23,2,1835000,236715,883189,2680,5,732979,3229,5,.,123,225705
1979,23,3,24915000,1121175,883189,12695,7,732979,15296,7,.,48,1195920
1979,23,4,.,2289216,883189,25920,6,732979,31232,6,.,.,2330291
1979,24,1,11238000,4618818,3329877,13871,2,2762159,16722,2,.,405,4551390
1979,24,2,8066000,1040514,3329877,3125,4,2762159,3767,4,.,132,1064712
1979,24,3,105480000,4746600,3329877,14255,4,2762159,17184,4,.,48,5063040
1979,24,4,.,10405932,3329877,31250,3,2762159,37673,3,.,.,10679142
1979,25,1,14070000,5782770,4647388,12443,3,3868078,14950,3,.,401,5642070
1979,25,2,15385000,1984665,4647388,4270,3,3868078,5131,3,.,129,1984665
1979,25,3,144225000,6490125,4647388,13965,5,3868078,16779,5,.,48,6922800
1979,25,4,.,14257560,4647388,30679,3,3868078,36860,3,.,.,14549535
1979,26,1,17998000,7397178,7187910,10291,6,5911771,12513,6,.,405,7289190
1979,26,2,14151000,1825479,7187910,2540,6,5911771,3088,6,.,123,1740573
1979,26,3,217830000,9802350,7187910,13637,6,5911771,16581,5,.,48,10455840
1979,26,4,.,19025007,7187910,26468,6,5911771,32182,6,.,.,19485603
1979,27,1,9053000,3720783,3177489,11710,4,2615537,14226,4,.,405,3666465
1979,27,2,5900000,761100,3177489,2395,6,2615537,2910,6,.,126,743400
1979,27,3,96277000,4332465,3177489,13635,6,2615537,16564,6,.,48,4621296
1979,27,4,.,8814348,3177489,27740,5,2615537,33700,5,.,.,9031161
1979,28,1,3723000,1530153,1897622,8064,8,1538088,9948,8,.,410,1526430
1979,28,2,1387000,178923,1897622,943,10,1538088,1163,10,.,136,188632
1979,28,3,46494000,2092230,1897622,11026,9,1538088,13603,9,.,48,2231712
1979,28,4,.,3801306,1897622,20032,9,1538088,24714,9,.,.,3946774
1979,29,1,8160000,3353760,3898440,8603,7,3247773,10326,7,.,405,3304800
1979,29,2,5954000,768066,3898440,1970,7,3247773,2365,7,.,138,821652
1979,29,3,118213000,5319585,3898440,13645,6,3247773,16379,6,.,48,5674224
1979,29,4,.,9441411,3898440,24218,7,3247773,29070,7,.,.,9800676
1979,30,1,1565000,643215,614286,10471,6,508544,12648,6,.,406,635390
1979,30,2,1957000,252453,614286,4110,3,508544,4964,3,.,122,238754
1979,30,3,24948000,1122660,614286,18276,1,508544,22076,1,.,48,1197504
1979,30,4,.,2018328,614286,32856,2,508544,39688,2,.,.,2071648
1979,31,1,2668000,1096548,1233885,8887,7,1024360,10705,7,.,406,1083208
1979,31,2,1735000,223815,1233885,1814,7,1024360,2185,7,.,127,220345
1979,31,3,41572000,1870740,1233885,15161,3,1024360,18263,3,.,48,1995456
1979,31,4,.,3191103,1233885,25862,7,1024360,31152,7,.,.,3299009
1979,32,1,4389000,1803879,607218,29707,1,511893,35239,1,.,406,1781934
1979,32,2,3741000,482589,607218,7948,1,511893,9428,1,.,123,460143
1979,32,3,27918000,1256310,607218,20690,1,511893,24542,1,.,48,1340064
1979,32,4,.,3542778,607218,58344,1,511893,69209,1,.,.,3582141
1979,33,1,4452000,1829772,715110,25587,1,593477,30831,1,.,402,1789704
1979,33,2,3363000,433827,715110,6067,1,593477,7310,1,.,127,427101
1979,33,3,30813000,1386585,715110,19390,1,593477,23364,1,.,48,1479024
1979,33,4,.,3650184,715110,51044,1,593477,61505,1,.,.,3695829
1979,34,1,15712000,6457632,5884711,10974,5,4956284,13029,5,.,405,6363360
1979,34,2,19586000,2526594,5884711,4293,3,4956284,5098,3,.,131,2565766
1979,34,3,154758000,6964110,5884711,11834,8,4956284,14051,8,.,48,7428384
1979,34,4,.,15948336,5884711,27101,6,4956284,32178,6,.,.,16357510
1979,35,1,2312000,950232,974955,9746,6,789896,12030,6,.,400,924800
1979,35,2,2211000,285219,974955,2925,5,789896,3611,5,.,134,296274
1979,35,3,35595000,1601775,974955,16429,2,789896,20278,2,.,48,1708560
1979,35,4,.,2837226,974955,29101,4,789896,35919,4,.,.,2929634
1979,36,1,40328000,16574808,14133920,11727,4,11886363,13944,4,.,408,16453824
1979,36,2,48171000,6214059,14133920,4397,3,11886363,5228,3,.,129,6214059
1979,36,3,381029000,17146305,14133920,12131,8,11886363,14425,8,.,48,18289392
1979,36,4,.,39935172,14133920,28255,5,11886363,33597,5,.,.,40957275
1979,37,1,9425000,3873675,4585775,8447,7,3790369,10220,7,.,415,3911375
1979,37,2,7346000,947634,4585775,2066,7,3790369,2500,7,.,144,1057824
1979,37,3,105632000,4753440,4585775,10366,9,3790369,12541,9,.,48,5070336
1979,37,4,.,9574749,4585775,20879,9,3790369,25261,9,.,.,10039535
1979,38,1,1376000,565536,512856,11027,5,420399,13452,5,.,403,554528
1979,38,2,641000,82689,512856,1612,8,420399,1967,8,.,127,81407
1979,38,3,16625000,748125,512856,14587,3,420399,17796,3,.,48,798000
1979,38,4,.,1396350,512856,27227,5,420399,33215,5,.,.,1433935
1979,39,1,14513000,5964843,8482426,7032,10,7049449,8461,10,.,406,5892278
1979,39,2,12807000,1652103,8482426,1948,7,7049449,2344,7,.,132,1690524
1979,39,3,254283000,11442735,8482426,13490,6,7049449,16232,6,.,48,12205584
1979,39,4,.,19059681,8482426,22470,8,7049449,27037,8,.,.,19788386
1979,40,1,4451000,1829361,2337064,7828,8,1950406,9379,9,.,409,1820459
1979,40,2,2290000,295410,2337064,1264,9,1950406,1515,9,.,137,313730
1979,40,3,53305000,2398725,2337064,10264,10,1950406,12299,10,.,48,2558640
1979,40,4,.,4523496,2337064,19355,9,1950406,23193,9,.,.,4692829
1979,41,1,4662000,1916082,2035359,9414,7,1722529,11124,7,.,410,1911420
1979,41,2,7368000,950472,2035359,4670,2,1722529,5518,2,.,124,913632
1979,41,3,61702000,2776590,2035359,13642,6,1722529,16119,6,.,48,2961696
1979,41,4,.,5643144,2035359,27726,5,1722529,32761,5,.,.,5786748
1979,42,1,16816000,6911376,9575183,7218,9,8050108,8585,9,.,406,6827296
1979,42,2,16125000,2080125,9575183,2172,6,8050108,2584,6,.,132,2128500
1979,42,3,298147000,13416615,9575183,14012,5,8050108,16666,5,.,48,14311056
1979,42,4,.,22408116,9575183,23402,8,8050108,27836,8,.,.,23266852
1979,44,1,2028000,833508,772868,10785,5,644926,12924,5,.,399,809172
1979,44,2,2909000,375261,772868,4855,1,644926,5819,1,.,132,383988
1979,44,3,24344000,1095480,772868,14174,4,644926,16986,4,.,48,1168512
1979,44,4,.,2304249,772868,29814,4,644926,35729,4,.,.,2361672
1979,45,1,6490000,2667390,2390980,11156,4,1948478,13690,4,.,411,2667390
1979,45,2,3019000,389451,2390980,1629,8,1948478,1999,8,.,129,389451
1979,45,3,62493000,2812185,2390980,11762,8,1948478,14433,8,.,48,2999664
1979,45,4,.,5869026,2390980,24547,7,1948478,30121,7,.,.,6056505
1979,46,1,1359000,558549,537561,10390,6,440399,12683,6,.,403,547677
1979,46,2,722000,93138,537561,1733,8,440399,2115,8,.,135,97470
1979,46,3,14673000,660285,537561,12283,7,440399,14993,7,.,48,704304
1979,46,4,.,1311972,537561,24406,7,440399,29791,7,.,.,1349451
1979,47,1,6132000,2520252,3587482,7025,10,2987204,8437,10,.,409,2507988
1979,47,2,3046000,392934,3587482,1095,10,2987204,1315,10,.,130,395980
1979,47,3,87646000,3944070,3587482,10994,9,2987204,13203,9,.,48,4207008
1979,47,4,.,6857256,3587482,19114,10,2987204,22955,10,.,.,7110976
1979,48,1,21826000,8970486,10659118,8416,8,8787104,10209,8,.,414,9035964
1979,48,2,11545000,1489305,10659118,1397,9,8787104,1695,9,.,128,1477760
1979,48,3,401739000,18078255,10659118,16960,2,8787104,20574,2,.,48,19283472
1979,48,4,.,28538046,10659118,26773,6,8787104,32477,6,.,.,29797196
1979,49,1,1449000,595539,1001056,5949,10,805960,7389,10,.,388,562212
1979,49,2,1170000,150930,1001056,1508,8,805960,1873,8,.,127,148590
1979,49,3,20804000,936180,1001056,9352,10,805960,11616,10,.,48,998592
1979,49,4,.,1682649,1001056,16809,10,805960,20878,10,.,.,1709394
1979,50,1,1414000,581154,395958,14677,1,324994,17882,1,.,404,571256
1979,50,2,1402000,180858,395958,4568,2,324994,5565,2,.,124,173848
1979,50,3,13502000,607590,395958,15345,2,324994,18695,2,.,48,648096
1979,50,4,.,1369602,395958,34590,1,324994,42142,1,.,.,1393200
1979,51,1,9275000,3812025,4213435,9047,7,3495855,10904,7,.,412,3821300
1979,51,2,8016000,1034064,4213435,2454,6,3495855,2958,6,.,125,1002000
1979,51,3,113745000,5118525,4213435,12148,7,3495855,14642,7,.,48,5459760
1979,51,4,.,9964614,4213435,23650,8,3495855,28504,8,.,.,10283060
1979,53,1,8323000,3420753,3161306,10821,5,2653495,12891,5,.,408,3395784
1979,53,2,11547000,1489563,3161306,4712,2,2653495,5614,2,.,124,1431828
1979,53,3,97714000,4397130,3161306,13909,5,2653495,16571,5,.,48,4690272
1979,53,4,.,9307446,3161306,29442,4,2653495,35076,4,.,.,9517884
1979,54,1,2764000,1136004,1519928,7474,9,1276657,8898,9,.,409,1130476
1979,54,2,1062000,136998,1519928,901,10,1276657,1073,10,.,134,142308
1979,54,3,31594000,1421730,1519928,9354,10,1276657,11136,10,.,48,1516512
1979,54,4,.,2694732,1519928,17729,10,1276657,21108,10,.,.,2789296
1979,55,1,10633000,4370163,3672935,11898,3,3019125,14475,3,.,400,4253200
1979,55,2,8091000,1043739,3672935,2842,5,3019125,3457,5,.,128,1035648
1979,55,3,156766000,7054470,3672935,19207,1,3019125,23366,1,.,48,7524768
1979,55,4,.,12468372,3672935,33947,2,3019125,41298,2,.,.,12813616
1979,56,1,1093000,449223,344673,13033,2,285327,15744,2,.,402,439386
1979,56,2,598000,77142,344673,2238,6,285327,2704,6,.,124,74152
1979,56,3,14246000,641070,344673,18599,1,285327,22468,1,.,48,683808
1979,56,4,.,1167435,344673,33871,2,285327,40916,2,.,.,1197346
1979,91,1,104442000,42925662,39499672,10867,.,33147218,12950,.,.,406,42403452
1979,91,2,116535000,15033015,39499672,3806,.,33147218,4535,.,.,130,15149550
1979,91,3,1134988000,51074460,39499672,12930,.,33147218,15408,.,.,48,54479424
1979,91,4,.,109033137,39499672,27604,.,33147218,32894,.,.,.,112032426
1979,92,1,106400000,43730400,46140426,9478,.,38204679,11446,.,.,405,43092000
1979,92,2,80998000,10448742,46140426,2265,.,38204679,2735,.,.,130,10529740
1979,92,3,1436388000,64637460,46140426,14009,.,38204679,16919,.,.,48,68946624
1979,92,4,.,118816602,46140426,25751,.,38204679,31100,.,.,.,122568364
1979,93,1,140424000,57714264,58164952,9923,.,48257505,11960,.,.,411,57714264
1979,93,2,89147000,11499963,58164952,1977,.,48257505,2383,.,.,130,11589110
1979,93,3,1638018000,73710810,58164952,12673,.,48257505,15274,.,.,48,78624864
1979,93,4,.,142925037,58164952,24572,.,48257505,29617,.,.,.,147928238
1979,94,1,97365000,40017015,33267877,12029,.,27788488,14401,.,.,406,39530190
1979,94,2,144853000,18686037,33267877,5617,.,27788488,6724,.,.,131,18975743
1979,94,3,1072672000,48270240,33267877,14510,.,27788488,17371,.,.,51,54706272
1979,94,4,.,106973292,33267877,32155,.,27788488,38496,.,.,.,113212205
1979,99,1,448631000,184387341,177072927,10413,.,147397890,12509,.,.,406,182144186
1979,99,2,431533000,55667757,177072927,3144,.,147397890,3777,.,.,128,55236224
1979,99,3,5282066000,237692970,177072927,13423,.,147397890,16126,.,.,48,253539168
1979,99,4,.,477748068,177072927,26980,.,147397890,32412,.,.,.,490919578
1980,1,1,5475000,2250225,3031598,7423,8,2511678,8959,8,.,411,2250225
1980,1,2,3816000,492264,3031598,1624,9,2511678,1960,9,.,125,477000
1980,1,3,64209000,2889405,3031598,9531,10,2511678,11504,10,.,48,3082032
1980,1,4,.,5631894,3031598,18577,10,2511678,22423,10,.,.,5809257
1980,2,1,1240000,509640,303164,16811,1,250497,20345,1,.,398,493520
1980,2,2,1172000,151188,303164,4987,2,250497,6036,2,.,139,162908
1980,2,3,10350000,465750,303164,15363,3,250497,18593,3,.,48,496800
1980,2,4,.,1126578,303164,37161,1,250497,44974,1,.,.,1153228
1980,4,1,5054000,2077194,2136149,9724,6,1785630,11633,6,.,403,2036762
1980,4,2,5920000,763680,2136149,3575,4,1785630,4277,4,.,134,793280
1980,4,3,79660000,3584700,2136149,16781,2,1785630,20075,2,.,48,3823680
1980,4,4,.,6425574,2136149,30080,4,1785630,35985,4,.,.,6653722
1980,5,1,2976000,1223136,1786462,6847,10,1493887,8188,10,.,406,1208256
1980,5,2,1695000,218655,1786462,1224,9,1493887,1464,9,.,149,252555
1980,5,3,39804000,1791180,1786462,10026,10,1493887,11990,10,.,48,1910592
1980,5,4,.,3232971,1786462,18097,10,1493887,21641,10,.,.,3371403
1980,6,1,57297000,23549067,18992071,12399,3,16033575,14687,3,.,400,22918800
1980,6,2,104479000,13477791,18992071,7097,1,16033575,8406,1,.,122,12746438
1980,6,3,595582000,26801190,18992071,14112,5,16033575,16716,6,.,48,28587936
1980,6,4,.,63828048,18992071,33608,2,16033575,39809,2,.,.,64253174
1980,8,1,7287000,2994957,2294708,13052,2,1922208,15581,2,.,401,2922087
1980,8,2,8257000,1065153,2294708,4642,3,1922208,5541,3,.,123,1015611
1980,8,3,79434000,3574530,2294708,15577,3,1922208,18596,3,.,48,3812832
1980,8,4,.,7634640,2294708,33271,2,1922208,39718,2,.,.,7750530
1980,9,1,7386000,3035646,2523757,12028,3,2125349,14283,4,.,402,2969172
1980,9,2,8379000,1080891,2523757,4283,3,2125349,5086,3,.,128,1072512
1980,9,3,59251000,2666295,2523757,10565,10,2125349,12545,10,.,48,2844048
1980,9,4,.,6782832,2523757,26876,6,2125349,31914,6,.,.,6885732
1980,10,1,1584000,651024,473757,13742,2,391596,16625,2,.,402,636768
1980,10,2,1077000,138933,473757,2933,5,391596,3548,5,.,130,140010
1980,10,3,15201000,684045,473757,14439,4,391596,17468,4,.,48,729648
1980,10,4,.,1474002,473757,31113,3,391596,37641,3,.,.,1506426
1980,11,1,3821000,1570431,534599,29376,1,454836,34527,1,.,409,1562789
1980,11,2,4102000,529158,534599,9898,1,454836,11634,1,.,126,516852
1980,11,3,17663000,794835,534599,14868,4,454836,17475,4,.,48,847824
1980,11,4,.,2894424,534599,54142,1,454836,63637,1,.,.,2927465
1980,12,1,27794000,11423334,8095635,14110,1,6971059,16387,2,.,408,11339952
1980,12,2,23093000,2978997,8095635,3680,4,6971059,4273,4,.,121,2794253
1980,12,3,252740000,11373300,8095635,14049,6,6971059,16315,6,.,48,12131520
1980,12,4,.,25775631,8095635,31839,3,6971059,36975,3,.,.,26265725
1980,13,1,11211000,4607721,4250750,10840,5,3516918,13102,5,.,410,4596510
1980,13,2,6283000,810507,4250750,1907,7,3516918,2305,7,.,127,797941
1980,13,3,100122000,4505490,4250750,10599,9,3516918,12811,9,.,48,4805856
1980,13,4,.,9923718,4250750,23346,8,3516918,28217,8,.,.,10200307
1980,15,1,2215000,910365,757009,12026,3,633994,14359,4,.,404,894860
1980,15,2,2685000,346365,757009,4575,3,633994,5463,3,.,120,322200
1980,15,3,27621000,1242945,757009,16419,2,633994,19605,2,.,48,1325808
1980,15,4,.,2499675,757009,33020,2,633994,39427,2,.,.,2542868
1980,16,1,1323000,543753,706908,7692,8,585876,9281,8,.,406,537138
1980,16,2,1633000,210657,706908,2980,5,585876,3596,5,.,119,194327
1980,16,3,23978000,1079010,706908,15264,3,585876,18417,3,.,48,1150944
1980,16,4,.,1833420,706908,25936,7,585876,31294,7,.,.,1882409
1980,17,1,27079000,11129469,9015639,12345,3,7546900,14747,3,.,403,10912837
1980,17,2,23315000,3007635,9015639,3336,4,7546900,3985,4,.,129,3007635
1980,17,3,285405000,12843225,9015639,14245,5,7546900,17018,5,.,48,13699440
1980,17,4,.,26980329,9015639,29926,4,7546900,35750,4,.,.,27619912
1980,18,1,8019000,3295809,4280602,7699,8,3553802,9274,8,.,405,3247695
1980,18,2,5744000,740976,4280602,1731,8,3553802,2085,8,.,132,758208
1980,18,3,120107000,5404815,4280602,12626,7,3553802,15209,7,.,48,5765136
1980,18,4,.,9441600,4280602,22057,8,3553802,26568,8,.,.,9771039
1980,19,1,3981000,1636191,2298504,7119,9,1918022,8531,9,.,401,1596381
1980,19,2,2342000,302118,2298504,1314,9,1918022,1575,9,.,125,292750
1980,19,3,71835000,3232575,2298504,14064,5,1918022,16854,5,.,48,3448080
1980,19,4,.,5170884,2298504,22497,8,1918022,26959,8,.,.,5337211
1980,20,1,2808000,1154088,1878526,6144,10,1578092,7313,10,.,405,1137240
1980,20,2,1645000,212205,1878526,1130,10,1578092,1345,10,.,130,213850
1980,20,3,51062000,2297790,1878526,12232,8,1578092,14561,8,.,48,2450976
1980,20,4,.,3664083,1878526,19505,9,1578092,23218,9,.,.,3802066
1980,21,1,5097000,2094867,2853885,7340,9,2366622,8852,9,.,406,2069382
1980,21,2,2204000,284316,2853885,996,10,2366622,1201,10,.,134,295336
1980,21,3,68336000,3075120,2853885,10775,9,2366622,12994,9,.,48,3280128
1980,21,4,.,5454303,2853885,19112,10,2366622,23047,9,.,.,5644846
1980,22,1,8091000,3325401,3218558,10332,6,2627441,12656,6,.,408,3301128
1980,22,2,6622000,854238,3218558,2654,6,2627441,3251,6,.,131,867482
1980,22,3,100112000,4505040,3218558,13997,6,2627441,17146,5,.,48,4805376
1980,22,4,.,8684679,3218558,26983,6,2627441,33054,6,.,.,8973986
1980,23,1,2297000,944067,890134,10606,5,742495,12715,6,.,399,916503
1980,23,2,1960000,252840,890134,2840,5,742495,3405,6,.,121,237160
1980,23,3,26048000,1172160,890134,13168,7,742495,15787,7,.,48,1250304
1980,23,4,.,2369067,890134,26615,6,742495,31907,6,.,.,2403967
1980,24,1,11087000,4556757,3383736,13467,2,2823678,16138,2,.,403,4468061
1980,24,2,8538000,1101402,3383736,3255,4,2823678,3901,5,.,129,1101402
1980,24,3,106088000,4773960,3383736,14109,5,2823678,16907,5,.,48,5092224
1980,24,4,.,10432119,3383736,30830,4,2823678,36945,4,.,.,10661687
1980,25,1,14373000,5907303,4675582,12634,3,3917011,15081,3,.,398,5720454
1980,25,2,16378000,2112762,4675582,4519,3,3917011,5394,3,.,128,2096384
1980,25,3,151983000,6839235,4675582,14628,4,3917011,17460,4,.,48,7295184
1980,25,4,.,14859300,4675582,31781,3,3917011,37935,3,.,.,15112022
1980,26,1,17982000,7390602,7211280,10249,6,5970392,12379,6,.,404,7264728
1980,26,2,15778000,2035362,7211280,2822,6,5970392,3409,5,.,121,1909138
1980,26,3,215111000,9679995,7211280,13423,7,5970392,16213,6,.,48,10325328
1980,26,4,.,19105959,7211280,26495,6,5970392,32001,6,.,.,19499194
1980,27,1,9371000,3851481,3217540,11970,4,2669388,14428,3,.,403,3776513
1980,27,2,6389000,824181,3217540,2562,6,2669388,3088,6,.,124,792236
1980,27,3,99517000,4478265,3217540,13918,6,2669388,16776,6,.,48,4776816
1980,27,4,.,9153927,3217540,28450,5,2669388,34292,5,.,.,9345565
1980,28,1,3976000,1634136,1911148,8551,7,1555629,10505,7,.,407,1618232
1980,28,2,1538000,198402,1911148,1038,10,1555629,1275,10,.,135,207630
1980,28,3,47882000,2154690,1911148,11274,8,1555629,13851,8,.,48,2298336
1980,28,4,.,3987228,1911148,20863,9,1555629,25631,9,.,.,4124198
1980,29,1,7988000,3283068,3909487,8398,8,3278994,10012,8,.,402,3211176
1980,29,2,6166000,795414,3909487,2035,7,3278994,2426,7,.,136,838576
1980,29,3,121027000,5446215,3909487,13931,6,3278994,16609,6,.,48,5809296
1980,29,4,.,9524697,3909487,24363,7,3278994,29048,7,.,.,9859048
1980,30,1,1545000,634995,613715,10347,6,511720,12409,6,.,403,622635
1980,30,2,1673000,215817,613715,3517,4,511720,4217,4,.,121,202433
1980,30,3,24787000,1115415,613715,18175,1,511720,21797,1,.,48,1189776
1980,30,4,.,1966227,613715,32038,3,511720,38424,3,.,.,2014844
1980,31,1,2659000,1092849,1235100,8848,7,1033301,10576,7,.,403,1071577
1980,31,2,1813000,233877,1235100,1894,8,1033301,2263,8,.,125,226625
1980,31,3,42764000,1924380,1235100,15581,2,1033301,18624,2,.,48,2052672
1980,31,4,.,3251106,1235100,26323,6,1033301,31463,6,.,.,3350874
1980,32,1,4571000,1878681,647551,29012,1,549367,34197,1,.,404,1846684
1980,32,2,3927000,506583,647551,7823,1,549367,9221,1,.,122,479094
1980,32,3,29672000,1335240,647551,20620,1,549367,24305,1,.,48,1424256
1980,32,4,.,3720504,647551,57455,1,549367,67723,1,.,.,3750034
1980,33,1,4439000,1824429,733126,24886,1,611871,29817,1,.,400,1775600
1980,33,2,3431000,442599,733126,6037,1,611871,7234,1,.,125,428875
1980,33,3,31387000,1412415,733126,19266,1,611871,23084,1,.,48,1506576
1980,33,4,.,3679443,733126,50188,1,611871,60134,1,.,.,3711051
1980,34,1,16272000,6687792,5933602,11271,5,5009562,13350,5,.,403,6557616
1980,34,2,21644000,2792076,5933602,4706,2,5009562,5573,2,.,128,2770432
1980,34,3,161110000,7249950,5933602,12218,8,5009562,14472,8,.,48,7733280
1980,34,4,.,16729818,5933602,28195,5,5009562,33396,5,.,.,17061328
1980,35,1,2404000,988044,993070,9949,6,811535,12175,6,.,397,954388
1980,35,2,2467000,318243,993070,3205,5,811535,3921,4,.,131,323177
1980,35,3,36419000,1638855,993070,16503,2,811535,20195,2,.,48,1748112
1980,35,4,.,2945142,993070,29657,4,811535,36291,4,.,.,3025677
1980,36,1,40399000,16603989,14152685,11732,4,11945101,13900,4,.,406,16401994
1980,36,2,50480000,6511920,14152685,4601,3,11945101,5452,3,.,127,6410960
1980,36,3,400491000,18022095,14152685,12734,7,11945101,15087,7,.,48,19223568
1980,36,4,.,41138004,14152685,29067,5,11945101,34439,5,.,.,42036522
1980,37,1,9677000,3977247,4665179,8525,7,3879201,10253,7,.,411,3977247
1980,37,2,7312000,943248,4665179,2022,7,3879201,2432,7,.,141,1030992
1980,37,3,114099000,5134455,4665179,11006,9,3879201,13236,9,.,48,5476752
1980,37,4,.,10054950,4665179,21553,9,3879201,25920,9,.,.,10484991
1980,38,1,1404000,577044,509807,11319,4,421251,13698,4,.,400,561600
1980,38,2,668000,86172,509807,1690,8,421251,2046,8,.,125,83500
1980,38,3,17229000,775305,509807,15208,3,421251,18405,3,.,48,826992
1980,38,4,.,1438521,509807,28217,5,421251,34149,5,.,.,1472092
1980,39,1,14835000,6097185,8493276,7179,9,7107398,8579,9,.,404,5993340
1980,39,2,14147000,1824963,8493276,2149,7,7107398,2568,7,.,130,1839110
1980,39,3,262800000,11826000,8493276,13924,6,7107398,16639,6,.,48,12614400
1980,39,4,.,19748148,8493276,23252,8,7107398,27785,8,.,.,20446850
1980,40,1,4122000,1694142,2390679,7086,10,2006760,8442,10,.,407,1677654
1980,40,2,2925000,377325,2390679,1578,9,2006760,1880,9,.,133,389025
1980,40,3,56998000,2564910,2390679,10729,9,2006760,12781,9,.,48,2735904
1980,40,4,.,4636377,2390679,19394,9,2006760,23104,9,.,.,4802583
1980,41,1,4787000,1967457,2090037,9414,7,1778750,11061,7,.,407,1948309
1980,41,2,8170000,1053930,2090037,5043,2,1778750,5925,2,.,122,996740
1980,41,3,63374000,2851830,2090037,13645,6,1778750,16033,7,.,48,3041952
1980,41,4,.,5873217,2090037,28101,5,1778750,33019,6,.,.,5987001
1980,42,1,16647000,6841917,9587812,7136,9,8096702,8450,9,.,404,6725388
1980,42,2,16700000,2154300,9587812,2247,6,8096702,2661,6,.,129,2154300
1980,42,3,308461000,13880745,9587812,14477,4,8096702,17144,5,.,48,14806128
1980,42,4,.,22876962,9587812,23860,7,8096702,28255,8,.,.,23685816
1980,44,1,2133000,876663,772815,11344,4,648263,13523,4,.,395,842535
1980,44,2,3194000,412026,772815,5331,1,648263,6356,1,.,129,412026
1980,44,3,25077000,1128465,772815,14602,4,648263,17408,4,.,48,1203696
1980,44,4,.,2417154,772815,31277,3,648263,37287,3,.,.,2458257
1980,45,1,6245000,2566695,2431509,10556,6,1992766,12880,5,.,410,2560450
1980,45,2,3358000,433182,2431509,1782,8,1992766,2174,8,.,128,429824
1980,45,3,65664000,2954880,2431509,12152,8,1992766,14828,8,.,48,3151872
1980,45,4,.,5954757,2431509,24490,7,1992766,29882,7,.,.,6142146
1980,46,1,1401000,575811,536643,10730,5,443010,12998,5,.,400,560400
1980,46,2,763000,98427,536643,1834,8,443010,2222,8,.,133,101479
1980,46,3,15507000,697815,536643,13003,7,443010,15752,7,.,48,744336
1980,46,4,.,1372053,536643,25567,7,443010,30971,7,.,.,1406215
1980,47,1,6115000,2513265,3631477,6921,10,3038718,8271,10,.,407,2488805
1980,47,2,3379000,435891,3631477,1200,10,3038718,1434,10,.,129,435891
1980,47,3,88757000,3994065,3631477,10998,9,3038718,13144,9,.,48,4260336
1980,47,4,.,6943221,3631477,19120,9,3038718,22849,10,.,.,7185032
1980,48,1,21479000,8827869,11031476,8002,8,9155156,9643,8,.,411,8827869
